Comment Number,Comment Content,Processed comments
2669,😂😂😂i can&#39;t stop laughing,not stop laughing
2670,"I&#39;m pro choice, chat.",pro choice chat
2671,Bob is an unemployed veteran<br>Born and bred in the South Bronx<br>He&#39;s living off the streets down in east L.A.<br>Residing in a cardboard box<br>Now he plays a little guit and he has a small dog<br>Searching for aluminum cans<br>And he holds on tight to his dignity<br>He was born into American life,bob unemployed veteran born bred south bronx living street east la residing cardboard box play little guit small dog searching aluminum can hold tight dignity born american life
2672,Dumb and dumber latest update,dumb dumber latest update
2673,That Biden entrance 😅,biden entrance
2674,this almost makes me feel bad for Biden,almost make feel bad biden
2675,&quot;The idea&quot;😂,idea
2676,Brendon you should ask him,brendon ask
2677,I can&#39;t  believe anybody would vote for biden!,not believe anybody would vote biden
2678,T Should have ARRESTED hillery,arrested hillery
2679,Funny old men.... Time to retire both,funny old men time retire
2680,Who can solve the ethnic right of Rohingya Muslim and Palestinian,solve ethnic right rohingya muslim palestinian
2681,❤Trump,trump
2682,"Waiting for ERB to make Biden pop out of a coffin for this one, Undertaker style 🤣",waiting erb make biden pop coffin one undertaker style
2683,"Shame!<br><br>Bring in RFK already, let&#39;s hear him vs Trump. If Trump is so great and untouchable he should have refused to debate unless RFK was on the show.<br><br>What a weak day for Trump.",shamebring rfk already let u hear v trump trump great untouchable refused debate unless rfk showwhat weak day trump
2684,People who thinks Biden actually makes decisions at all are the most delusional.,people think biden actually make decision delusional
2685,I can analyze this in three words. “We are F**ked”,analyze three word fked
2686,Higher import tariffs = buying more american made,higher import tariff buying american made
2687,"I thought that Joe speaks without mistakes only when he is hitting on ten year old girls , that’s impressive Joe, full sentences, most of them, wow",thought joe speaks without mistake hitting ten year old girl impressive joe full sentence wow
2689,The US should be ashamed of themselves with a president like Biden. You guys are insane!,u ashamed president biden guy insane
2690,"The economy was great with Trump. If a president wants to help medical costs, I would have medical insurance companies compete with prices of coverage,medication prices, and the cost of procedures. This no compete, just charge the max is ridiculous, what other business get the luxury of not competing with out business for you money",economy great trump president want help medical cost would medical insurance company compete price coveragemedication price cost procedure compete charge max ridiculous business get luxury competing business money
2691,Mr Biden you&#39;re the best,mr biden best
2692,They are just arguing with each other publicly instead of answering and making sure about tackling the problems,arguing publicly instead answering making sure tackling problem
2693,Its like eki vs enlil in these groups,eki v enlil group
2694,"This crazy inflation is due to the combined percentage of Americans and undocumented immigrants who voted for an incompetent, old leader for their own agenda. It is due to their poor choice that most people around the globe are experiencing this crazy inflation. Trump is right; that war wouldn&#39;t have happened if Biden hadn&#39;t won. We wouldn&#39;t be experiencing this BS inflation if the war had never happened in the first place.",crazy inflation due combined percentage american undocumented immigrant voted incompetent old leader agenda due poor choice people around globe experiencing crazy inflation trump right war would happened biden would experiencing b inflation war never happened first place
2695,"I must say that i really struggled to understand what president Biden was talking about during this debate, and my mom is american, so i got used to hear english a lot while growing up.",must say really struggled understand president biden talking debate mom american got used hear english lot growing
2696,Bideb&quot;&quot;&quot; trump is gonna destroy democracy&quot;&quot;&quot; ha ha 😂 😂 you are destroying our CIUBTRY!!!,bideb trump going destroy democracy ha ha destroying ciubtry
2697,were is RFK Jr. tho`?,rfk jr though
2698,"All the americans please vote Donald Trump! The inflation, migrant crisis, crime rise and many other things happen under Biden, these are just facts.",american please vote donald trump inflation migrant crisis crime rise many thing happen biden fact
2699,Why does biden sound move and talk like someone who never recoverd from a stroke,biden sound move talk someone never recoverd stroke
2700,I can&#39;t believe the comment section is still open and the public is actually allowed to give their input,not believe comment section still open public actually allowed give input
2701,Biden burntout😂😂😂😂,biden burntout
2702,Biden has to go!!!,biden go
2703,Biden ❌ <br>Bye then ✅,biden bye
2704,Never knew a corpse could talk,never knew corpse could talk
2705,Biden was dementing even before he got in FGS!! Not that Trumps any better with his ramblings and mad ravings.  God help the world with this presidential race.,biden dementing even got fgs trump better ramblings mad raving god help world presidential race
2706,If you aren&#39;t even competent enough to form sentences you probably shouldn&#39;t be president.,even competent enough form sentence probably president
2707,This CNN debate was cunducted in very &quot;fair way&quot; - they treat Biden like the son that need more support. Go Trump!  Cheers From Ireland!,cnn debate cunducted fair way treat biden son need support go trump cheer ireland
2709,Why does Biden look like confused Morty’s mugshot,biden look confused mortys mugshot
2710,Trump2024🇺🇲,trump
2711,Somebody please needs to add canned laughter to this,somebody please need add canned laughter
2712,Why does citizens vote for the wrong candidates and voting out the better and then start crying later. Americans should be wiser now.,citizen vote wrong candidate voting better start cry later american wiser
2713,Kennedy 2024!,kennedy
2714,"Jo,s to old to remember lies, he’s telling the truth lol",jos old remember lie telling truth lol
2715,"My goodness, and Joe holds the nuclear codes???😮😮😮",goodness joe hold nuclear code
2716,Biden did so well.,biden well
2717,"At this point i could do better as a president, and im not even murican",point could better president even murican
2718,Biden is literally the walking dead. <br>Things were 1000 times better under Trump!,biden literally walking dead thing time better trump
2719,Listening to this debate has confirmed that neither is better than the other.,listening debate confirmed neither better
2720,"No matter how we SEE [it], or how FEEL about [it]... 3/4 of Biden&#39;s debate was TRUMPed!!!!!!!<br><br>Furthermore, I think Brandon Sharted himself @ <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=721"">12:01</a>-<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=724"">12:04</a>😅<br><br>Joe: Great! Who&#39;s gonna wipe my a$$, now??😨",matter see feel bidens debate trumpedfurthermore think brandon sharted joe great going wipe
2721,I make 50K a year far from a millionaire. The only time I got money back on my taxes was when Trump was in office.,make k year far millionaire time got money back tax trump office
2722,Biden gives hope to people with dementia that one day they could become the President of USA🇺🇸,biden give hope people dementia one day could become president usa
2723,This will go down in history....good grief 🤯🤯,go historygood grief
2724,This is a robot,robot
2725,THIS IS A JOKE WHAT ABOUT THE USA WE DONT WANNA HEAR ABOUT OTHER COUNTRIES 💯💯💯💯💯,joke usa want hear country
2726,"From France, I feel bad for this man tbh take care of this old man and let him rest already",france feel bad man honest take care old man let rest already
2727,hope to anything and everything they vote Trump,hope anything everything vote trump
2728,"To determine whos the fittest of these two, would be interesting to watch them in a boxing ring🤣😂",determine fittest two would interesting watch boxing ring
2729,The absence of any UAP related questions here tells me absolutely everything I need to know. 🐑🏴,absence uap related question tell absolutely everything need know
2730,Muntanga<br>😦,muntanga
2731,"although biden spoke terrible his poiunts were way better than trump i feel , trump always drifted from question",although biden spoke terrible poiunts way better trump feel trump always drifted question
2732,Deal with the FARMERS and climate change will be solved!,deal farmer climate change solved
2733,"Started reading comments before the debate even started. I should say, im really glad i did😂😂😂😂",started reading comment debate even started say really glad
2734,"If Trump becomes President and he continues to support Israel then he&#39;s totally out of touch with the peoples of the World. He made a massive blunder the last time he was in office by recognising Jerusalem as the capital of Israel. The people&#39;s of this World now know they have a weapon and that is BDS Boycott Divest Sanctions and they do not need any Politician or Government permission. It&#39;s already happening and it&#39;s having effect, Shares in all major companies invested in Israel have lost millions of dollars and all this by the actions from the ordinary person on the street. The rest of the World is watching Israel and compare the IDF to the Nazi&#39;s , is Biden the only one not hearing what the Worlds saying. Free Palestine Free the World!",trump becomes president continues support israel totally touch people world made massive blunder last time office recognising jerusalem capital israel people world know weapon bd boycott divest sanction need politician government permission already happening effect share major company invested israel lost million dollar action ordinary person street rest world watching israel compare idf nazi biden one hearing world saying free palestine free world
2735,"It is not just the USA&#39;s economy its a global problem, not point in blaming each other",usa economy global problem point blaming
2736,"Biden:” Trump is the worst president in American history”<br>Trump:” Biden is the worst president in American history”<br>I don’t who’s the worst between them, but I’m sure the other is the second worst in American history 😂",biden trump worst president american historytrump biden worst president american historyi worst sure second worst american history
2737,My favorite part is when Trump corrects Biden on his golf handicap. How does Trump now more about Biden than Biden himself?,favorite part trump corrects biden golf handicap trump biden biden
2738,"Hmm, where is Robert Kennedy ?",hmm robert kennedy
2739,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1649"">27:29</a> Biden is thinking, wait, what, we can&#39;t use that lie anymore?",biden thinking wait not use lie anymore
2740,is biden on botox?,biden botox
2741,"Pilipino hate bidden... Much better trump to win for president, to stop the issue in WPS., that manipulate by the administration of bidden...",pilipino hate bidden much better trump win president stop issue wps manipulate administration bidden
2742,I cannot Even wait to President trump to be President.,not even wait president trump president
2743,Man they don’t get Obama from under that mask,man get obama mask
2744,"Nato the UN and the USA is all one, you would be very ignorant to believe it was anything else.<br>No matter who else is in Nato and UN, the USA pump the most money into this alliance therefore, the USA control all and have the final say.",nato un usa one would ignorant believe anything elseno matter else nato un usa pump money alliance therefore usa control final say
2745,I cannot even watch this I&#39;m sorry but it&#39;s too pathetic,not even watch sorry pathetic
2746,Manny say that it is a fact that 5G are weapons,manny say fact g weapon
2747,but trump trying to keep a straight face was epic 😂,trump trying keep straight face epic
2748,We NEED an independent third party commenting on the facts they disagree on. How is anyone supposed to know who is lying and who is correct without knowing all of the subject matter like this?,need independent third party commenting fact disagree anyone supposed know lying correct without knowing subject matter
2749,And using freedom of speech so what&#39;s wrong with that,using freedom speech wrong
2750,Hey I&#39;m only investigating and researching,hey investigating researching
2751,Are most of all the journalists bought and paid off,journalist bought paid
2752,Journalist should be asking some different questions,journalist asking different question
2753,"5 push ups minimum requirement for state house , then Mr Museveni of uganda will be USA president .",push ups minimum requirement state house mr museveni uganda usa president
2754,"Remember that time Trump stood in front of a closed down Church called St John&#39;s and he had held up a black book I did not see the word Bible on it but maybe the word was there and I just did not see it, was Trump completing his smackdown on John the New testament was he giving his buddies the green light to go The chabad organization which his advisor his son-in-law belongs to",remember time trump stood front closed church called st john held black book see word bible maybe word see trump completing smackdown john new testament giving buddy green light go chabad organization advisor soninlaw belongs
2755,"Stop all this pointless debate. If you don&#39;t lie, you ain&#39;t called a politician.. Joe Biden deserves a break from running for president, and Donald Trump deserves another chance in the White House.   Five years is a blink of an eye, and hopefully by then you will have someone proper as your president.",stop pointless debate lie called politician joe biden deserves break running president donald trump deserves another chance white house five year blink eye hopefully someone proper president
2756,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=949"">15:49</a> terrible thing? To save babies from being killed?",terrible thing save baby killed
2757,I am so sad that north korean people for not having privilege to see this hilarious joe biden show.,sad north korean people privilege see hilarious joe biden show
2758,Trump 2024 and nothing more.,trump nothing
2759,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=3822"">1:03:42</a> trump just thinks about money and not even survival of human kind😢",trump think money even survival human kind
2760,That snake poem The silly woman is America That&#39;s what Trump was telling us all,snake poem silly woman america trump telling u
2761,People I&#39;ve had so much trouble with so many people not wanting to see through the picture,people much trouble many people wanting see picture
2762,Remember the Great apprentice your fired mom and pop shops,remember great apprentice fired mom pop shop
2763,I Wonder how much money did Trump really make off them COVID v a c c s,wonder much money trump really make covid v c c
2764,Gets in the way arthritis fingers sorry about my spelling,get way arthritis finger sorry spelling
2765,Fist,fist
2766,"Why teump didnt want miney for presidency , He new he would make out like a Bandit with a fust full of dollars from being daddy mac vac",teump want miney presidency new would make bandit fust full dollar daddy mac vac
2767,Why you talking about Military Biden we talking about the people in United States and Economy get out biden,talking military biden talking people united state economy get biden
2768,Trump: the whole world is blowing up under him!! 🙃,trump whole world blowing
2769,Don’t believe the system is rigged? Do you honestly believe the American people chose these two as their main options for president? <br><br>Bipartisanship is a problem. Campaigns and campaign funding is a problem. We tell our kids that even they could become president. But we know that is a lie.,believe system rigged honestly believe american people chose two main option president bipartisanship problem campaign campaign funding problem tell kid even could become president know lie
2770,"I hope President Trump comes to California to Campaign, because I Know He Will Be Well Accepted and Received !<br>And we are thoroughly done with all of the 💩 that the Demoncrats have done to us !!!",hope president trump come california campaign know well accepted received thoroughly done demoncrats done u
2771,Biden you are the Worst president,biden worst president
2772,Trump for President vs joe(the idea) biden,trump president v joethe idea biden
2773,They should play Minecraft together already,play minecraft together already
2774,The world is 😂 America no respekt,world america respekt
2775,This was the nail in the coffin for Biden⚰️,nail coffin biden
2776,So true Trump,true trump
2777,Kennedy 2024! 🇺🇸,kennedy
2778,I elect Mr. Best to be the president 🌚,elect mr best president
2779,Thanks to The Wall Street Journal for leaving the comment section open so that we Africans can laugh at Americans.,thanks wall street journal leaving comment section open african laugh american
2780,Trump 2024 🇺🇲,trump
2781,hhh biden always said the idea the idea the idea hhhh,hhh biden always said idea idea idea hhhh
2782,"buydem can&#39;t walk off the podium himself and he challenges Trump to golf and carry his own bag, Trump should have said yea but who will carry you?",buydem not walk podium challenge trump golf carry bag trump said yea carry
2783,Obi wan vs.  Darth sidius,obi wan v darth sidius
2784,Trump didn&#39;t answer the question about immigrants,trump answer question immigrant
2785,Biden talking in morse code.,biden talking morse code
2786,FJB and CNN,fjb cnn
2787,ist das die wahl zum longevity verein &quot;hundred years and older&quot;?,ist da die wahl zum longevity verein hundred year older
2788,Biden speech is the worst ever,biden speech worst ever
2789,"The look on Bidens fizzer when trump said &quot;i don&#39;t know what he said at the end, i don&#39;t think he even knows&quot; 🤣🤣",look bidens fizzer trump said know said end think even know
2790,Comedy preformed at It&#39;s highest,comedy preformed highest
2791,What’s really going on that Biden’s handlers and the mainstream media now allow citizens to see this —and even leave the comments section open?  <br><br>Something’s afoot.,really going bidens handler mainstream medium allow citizen see even leave comment section open something afoot
2792,He may not be a good president but he&#39;s still a human being 😢,may good president still human
2793,What about the economy president Biden? - bad orange man said drink bleach 😮 pathetic.,economy president biden bad orange man said drink bleach pathetic
2794,I used to rag inBiden pretty hard because he&#39;s an embarrassment to this country. What is worse he is nit doing well and they&#39;re still using him. They do mot care about his wellbeing.,used rag inbiden pretty hard embarrassment country worse nit well still using mot care wellbeing
2795,"President Biden is talking much too fast in his cadence of speech, while rambling off information, in a low, soft voice, that it is difficult to pick out the facts he is trying to convey. He should have talked slower and louder, emphasizing the facts he was trying to present. Ex-President Trump talked somewhat slower and louder than President Biden, but much of what he relays is subjective speculation and opinion. Respectfully, I don&#39;t think either of them should be running for President.",president biden talking much fast cadence speech rambling information low soft voice difficult pick fact trying convey talked slower louder emphasizing fact trying present expresident trump talked somewhat slower louder president biden much relay subjective speculation opinion respectfully think either running president
2796,"I am European and have watched this debate in its entirety. Was Biden really as bad as everyone said after the broadcast? He seems fit to me. Of course, according to his age, but he answered every question, reacted to Trump and got a lot of things right. The one lapse that seemed a bit dodgy was perhaps also due to the excitement associated with old age and exhaustion from his many trips abroad? If you check all the facts from the debate and the arguments raised, Biden won hands down. It&#39;s a shame that, in retrospect, he emerges from this debate as a loser. I hope Americans make a sensible decision in the presidential election for America and the whole world",european watched debate entirety biden really bad everyone said broadcast seems fit course according age answered every question reacted trump got lot thing right one lapse seemed bit dodgy perhaps also due excitement associated old age exhaustion many trip abroad check fact debate argument raised biden hand shame retrospect emerges debate loser hope american make sensible decision presidential election america whole world
2797,"GUYS BELIEVE ME, MR. BIDEN HE MUST LEAVE THE WHITE HOUSE AS SOON AS POSSIBLE, WEARING THAT LOVELY SHORT AND ELDERLY T-SHIRT AND ENJOYING THE REST OF HIS LIFE PLAYING GOLF WITH OBAMA. MR. BIDEN NOT CAPABLE TO RUN A SMALL GROCERY SHOP NOT THE USA AND THE WORLD.",guy believe mr biden must leave white house soon possible wearing lovely short elderly tshirt enjoying rest life playing golf obama mr biden capable run small grocery shop usa world
2798,&quot;A thousand trillionares in America&quot; 💀,thousand trillionares america
2799,No president has ever said they&#39;d seek retribution because they were doing it anyways. At least he&#39;s warning everyone. But they are having a cat fight,president ever said would seek retribution anyways least warning everyone cat fight
2800,"When TRUMP was the President , there was Peace all around the world. After biden became president , there is war all around the world, peace is lost...",trump president peace around world biden became president war around world peace lost
2801,Trump: Starts Speaking <br>Biden: 😳😧😮,trump start speaking biden
2802,Times to say goodbye for this people 🙏,time say goodbye people
2803,"&quot;I&#39;ve never seen anyone lie like this guy&quot;<br><br>Pot, meet kettle",never seen anyone lie guypot meet kettle
2804,Does anyone else feel like you want to cough really badly when Biden is talking?,anyone else feel want cough really badly biden talking
2805,"Every time Trump is asked a question, he just goes on some random tangent about something unrelated. <br><br>Every time Biden is asked a question he says - &quot;agsh ruehshu eueu&quot;.",every time trump asked question go random tangent something unrelated every time biden asked question say agsh ruehshu eueu
2807,I would love to rewatch this but Joe already made me dumber the first time I watched it.,would love rewatch joe already made dumber first time watched
2808,why did i get this video on search results for &quot;Stand up Comedy&quot; 😂😂😂😂,get video search result stand comedy
2809,How did America come from Barack Obama to this??,america come barack obama
2810,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=5008"">1:23:28</a> Biden taking a second to remember Trump&#39;s weight and height....",biden taking second remember trump weight height
2811,Is it censored?,censored
2812,"Having watched the entire debate this is my unbiased opinion: Trump was speaking with a lot of confidence and calm demeanor. Meaning either he&#39;s a brilliant liar, or he&#39;s actually being honest. Biden looked confused most of the time, like he was lost in his thoughts. The times he was lucid, he was extremely defensive and aggravated. Trump was speaking in metaphors while Biden was over exaggerating his claims. Trump also had an authoritative tone, like he was openly scolding Biden while Biden really didn&#39;t know what was going on. Whether America is ready for a 2nd Trump Presidency is up for debate (literally), but one thing is for certain, Biden is not fit to have a 2nd term, both physically and mentally.",watched entire debate unbiased opinion trump speaking lot confidence calm demeanor meaning either brilliant liar actually honest biden looked confused time lost thought time lucid extremely defensive aggravated trump speaking metaphor biden exaggerating claim trump also authoritative tone openly scolding biden biden really know going whether america ready nd trump presidency debate literally one thing certain biden fit nd term physically mentally
2813,Nothing but garbage out of trumps mouth,nothing garbage trump mouth
2814,When will bidan quit lying,bidan quit lying
2815,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=713"">11:53</a> The exact moment that I knew Biden was cooked",exact moment knew biden cooked
2816,"You are not the most admired country in the world Biden , many people in Europe think that you are the one who‘s destroying the world with all those wars , Inflation etc. People all around the world are struggling day by day to provide for their familys, how dare you talk like you understand and know what it is for familys who do not know how to pay childcare, medicalcare, new pair of shoes for their children, many familys losing their homes because they can’t pay their morgage. It‘s a shame how rich people try to give us their understanding only by words, but no actions. We are not stupid!",admired country world biden many people europe think one who destroying world war inflation etc people around world struggling day day provide family dare talk understand know family know pay childcare medicalcare new pair shoe child many family losing home not pay morgage shame rich people try give u understanding word action stupid
2817,à l&#39;ephad papy!,lephad papy
2818,Wish they&#39;d answer the questions,wish would answer question
2819,Honestly Russia vs Ukraine was not a 0art of usa,honestly russia v ukraine art usa
2820,The facial expressions are killing me here in Nairobi Kenya,facial expression killing nairobi kenya
2821,Hi oh boy Biden makes me sick,hi oh boy biden make sick
2822,The only good thing for Biden here is that he won&#39;t remember any of this in an hour or two.,good thing biden remember hour two
2823,Gotta love American politics. Greetings from Europe 🤣🤣🤣,got love american politics greeting europe
2824,We most definitely need 2 or 3 more major parties. <br>I will not waste my vote on any of these two,definitely need major party waste vote two
2825,"1. Taking the Stage (<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=130"">2:10</a> - <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=162"">2:42</a>)<br>2. Economy (<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=162"">2:42</a> - <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=504"">8:24</a>)<br>3. National Debt (<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=505"">8:25</a> - <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=784"">13:04</a>)<br>4. Roe v. Wade (<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=803"">13:23</a> - <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1214"">20:14</a>)<br>5. Immigration, Border Security, &amp; Veterans (<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1215"">20:15</a> - <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1686"">28:06</a>)<br>6. Foreign Policy &amp; the Middle East (<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1688"">28:08</a> - <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=2340"">39:00</a>)<br>7. Democracy &amp; January 6, 2021 (<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=2341"">39:01</a> - <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=3077"">51:17</a>)<br>8. Black Family Struggles (<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=3311"">55:11</a> - <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=3708"">1:01:48</a>)<br>9. The Climate Crisis (<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=3711"">1:01:51</a> - <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=3932"">1:05:32</a>)<br>10. Social Security (<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=3933"">1:05:33</a> - <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4197"">1:09:57</a>)<br>11. Trump and Biden Quarreling (<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4222"">1:10:22</a> - <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4614"">1:16:54</a>)<br>12. Addiction, Drugs, Human Trafficking, and Hostages (<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4617"">1:16:57</a> - <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4804"">1:20:04</a>)<br>13. Age Concerns (<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4805"">1:20:05</a> - <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4973"">1:22:53</a>)<br>14. Golf Trash Talk (<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4973"">1:22:53</a> - <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=5067"">1:24:27</a>)<br>15. Election Acceptance &amp; WW3 (<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=5069"">1:24:29</a> - <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=5414"">1:30:14</a>)<br>16. Biden’s Closing Statement (<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=5640"">1:34:00</a> - <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=5771"">1:36:11</a>)<br>17. Trump’s Closing Statement (<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=5771"">1:36:11</a> - <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=5895"">1:38:15</a>)",taking stage economy national debt roe v wade immigration border security veteran foreign policy middle east democracy january black family struggle climate crisis social security trump biden quarreling addiction drug human trafficking hostage age concern golf trash talk election acceptance ww bidens closing statement trump closing statement
2826,Pos bisden rot,po bisden rot
2827,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=1707"">28:27</a> : are Russia’s terms acceptable? “Mr. Trump it wasn’t about Afghanistan, Gaza, or veteran approval rating. You didn’t answer the question. <br><br>And yet I keep watching!",russia term acceptable mr trump afghanistan gaza veteran approval rating answer question yet keep watching
2828,I&#39;m all for a fair fight.. but this isn&#39;t it jack...,fair fight jack
2829,MOHAMMAN ALLAH CONTROLING BLACKO,mohamman allah controling blacko
2830,Republic law cummunity PASTIL SECTION PLATITUM ECONOMIC WATER,republic law cummunity pastil section platitum economic water
2831,This debate was not about what they were going to do for the country. This was two men battling over what they did or didn’t do! This was a travesty!,debate going country two men battling travesty
2832,Biden is the best no matter what....free palestine🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,biden best matter whatfree palestine
2833,What are black jobs? lol this dude..,black job lol dude
2834,This debate was not about what they were going to do for the country. This was two men battling over what they did or didn’t do! This was a travesty!,debate going country two men battling travesty
2835,America is finished,america finished
2836,somebody give biden water,somebody give biden water
2837,"I like the calm in Trump, how he stays relaxed when Biden say he has never seen someone as a fool as he is😀😀",calm trump stay relaxed biden say never seen someone fool
2838,"<a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=712"">11:52</a><br><br>Biden: “the uh.. w-w-with the Covid. I SKIBIDI WITH🫡🫡🗣💯🇺🇸🇺🇸🦅.. uhm dealing with everything we have to do with..” <br><br>trump : 😕…🤨👀",biden uh wwwith covid skibidi uhm dealing everything trump
2839,"Trump farts at <a href=""https://www.youtube.com/watch?v=qqG96G8YdcE&amp;t=4585"">1:16:25</a>",trump fart
2840,Working single parents who can&#39;t afford to miss one day of work when they get sick because it will cause major devastation to paying there bills are now being told they make to much and are being cut off food (snap) assistance and there state medical while everything Is more expensive  now then it ever has been  but Biden is so disconnected from reality how a single parent can make to much money when making minimum wage and paying taxes that go to to the programs but they can&#39;t afford day to day expenses but yah everything is great  in the land of Biden,working single parent not afford miss one day work get sick cause major devastation paying bill told make much cut food snap assistance state medical everything expensive ever biden disconnected reality single parent make much money making minimum wage paying tax go program not afford day day expense yah everything great land biden
2841,"&quot;When you&#39;re born in this world, you get a ticket to the freak show. When you&#39;re born in America, you get a front-row seat.&quot; -George Carlin",born world get ticket freak show born america get frontrow seat george carlin
2842,The epic quotes that will be used in jokes for generations to come 😂 this a SNL roasting set 💀,epic quote used joke generation come snl roasting set
2843,The face of Biden everytime he listens to what Trump said is just making my day😁😁😁,face biden everytime listens trump said making day
2844,I&#39;m no American and I do not live in USA but I hope Americans do the right thing to vote for Trump. The entire world sees America as a laughing stock with the poor decision of american citizens voting Biden. Hate Trump all you want. HE KNOWS HOW MONEY AND ECONOMY WORKS.,american live usa hope american right thing vote trump entire world see america laughing stock poor decision american citizen voting biden hate trump want know money economy work
2845,You can see almost the entire west is in crisis and lacks quality leaders.,see almost entire west crisis lack quality leader
2846,"Why was the climate issue even brought up ?? This is a NON issue and anyone who actually KNOWS anything about this &quot;issue&quot; is perfectly aware that climate is LITERALLY beyond human control. If you don&#39;t believe that, there&#39;s a podcast called Cosmographia that you can watch, if you REALLY want the truth about climate change.",climate issue even brought non issue anyone actually know anything issue perfectly aware climate literally beyond human control believe podcast called cosmographia watch really want truth climate change
2847,Putting the playback speed to 0.25x every time Biden talks is so worth it.😂😂😂,putting playback speed x every time biden talk worth
2848,Joe look like GTA character,joe look gta character
2849,"The idea that Brandon could continue in office, makes me 🤢🤮",idea brandon could continue office make
2850,"I’m insulin dependent and my insulins are NOT $35.  Easily I have been spending $1,000 just on 2 generic prescriptions.  I can’t afford the immunological meds because they’re over $3,000 a month.",insulin dependent insulin easily spending generic prescription not afford immunological med month
2851,I don&#39;t understand how can someone go and be &quot;I&#39;m voting for president biden&quot; after watching this.,understand someone go voting president biden watching
2852,"oh when the trump comes marching in,.,.,.., wheeen tha trump comes marchin  in...oooh tha hooousing might be plenty when tha trump comes marchin in..............An all tha reg&#39;s start pealin off when tha reg&#39;s start pealin off ..oooh ya know tha song sings softly..............<br>WHEN ,,,tHA tRUMPPPP. cOMES marchinnnnn ....innnnnnnnnn",oh trump come marching wheeen tha trump come marchin inoooh tha hooousing might plenty tha trump come marchin inan tha regs start pealin tha regs start pealin oooh ya know tha song sings softly tha trumpppp come marchinnnnn innnnnnnnnn
2853,"Trump, Trump, Trump, Trump, Trump.….Trump!  Trump is different don&#39;t ask me why.",trump trump trump trump trumptrump trump different ask
2854,“He’s talking about giving civil rights back to the states” bahaha 😂 this guy kills me.,talking giving civil right back state bahaha guy kill
